Date,JPM_Open,JPM_High,JPM_Low,JPM_Close,JPM_Volume,SPY_Close,DIA_Close
2020-02-06,138.24000549316406,138.2899932861328,137.11000061035156,137.61000061035156,8992300,333.9800109863281,293.739990234375
2020-02-07,136.72999572753906,137.6699981689453,136.3000030517578,137.1699981689453,6379800,332.20001220703125,291.19000244140625
2020-02-10,136.9499969482422,137.85000610351562,136.75,137.74000549316406,5960700,334.67999267578125,292.95001220703125
2020-02-11,138.25999450683594,138.82000732421875,137.77999877929688,138.0,6578600,335.260009765625,292.94000244140625
2020-02-12,138.60000610351562,139.2899932861328,137.8000030517578,138.0,7958000,337.4200134277344,295.7200012207031
2020-02-13,137.75,138.33999633789062,136.39999389648438,137.8800048828125,7447500,337.05999755859375,294.82000732421875
2020-02-14,137.83999633789062,138.19000244140625,136.94000244140625,137.4600067138672,6627600,337.6000061035156,294.5400085449219
2020-02-18,137.33999633789062,137.7100067138672,135.0500030517578,135.63999938964844,8996400,336.7300109863281,292.95001220703125
2020-02-19,136.91000366210938,138.38999938964844,136.33999633789062,137.49000549316406,7071200,338.3399963378906,294.1000061035156
2020-02-20,137.1699981689453,138.36000061035156,136.52999877929688,137.49000549316406,7422800,336.95001220703125,292.7799987792969
2020-02-21,136.5500030517578,136.9199981689453,134.9199981689453,135.80999755859375,9772800,333.4800109863281,289.739990234375
2020-02-24,131.44000244140625,133.1999969482422,130.8000030517578,132.16000366210938,13618400,322.4200134277344,279.55999755859375
2020-02-25,131.0,132.22999572753906,125.58999633789062,126.26000213623047,20797200,312.6499938964844,270.70001220703125
2020-02-26,126.93000030517578,128.9499969482422,126.33999633789062,126.63999938964844,24825600,311.5,269.739990234375
2020-02-27,122.91000366210938,125.62000274658203,121.30000305175781,121.37000274658203,23005500,297.510009765625,257.5
2020-02-28,117.5199966430664,118.48999786376953,112.66000366210938,116.11000061035156,45931400,296.260009765625,254.55999755859375
2020-03-02,116.62999725341797,121.58000183105469,114.45999908447266,121.5199966430664,27355400,309.0899963378906,267.0299987792969
2020-03-03,120.97000122070312,122.94999694824219,116.23999786376953,116.95999908447266,32547700,300.239990234375,259.29998779296875
2020-03-04,118.33000183105469,120.19000244140625,114.69999694824219,119.8499984741211,25795900,312.8599853515625,270.8900146484375
2020-03-05,115.66999816894531,116.43000030517578,112.58000183105469,113.97000122070312,25025600,302.4599914550781,261.4599914550781
2020-03-06,106.26000213623047,110.31999969482422,105.0199966430664,108.08000183105469,38159400,297.4599914550781,258.8500061035156
2020-03-09,96.56999969482422,99.2300033569336,93.0,93.44000244140625,40352000,274.2300109863281,238.72000122070312
2020-03-10,99.0,101.27999877929688,94.58000183105469,100.69999694824219,31102700,288.4200134277344,250.47000122070312
2020-03-11,97.69999694824219,100.05000305175781,94.55000305175781,95.95999908447266,38127000,274.3599853515625,235.83999633789062
2020-03-12,89.58999633789062,96.95999908447266,86.31999969482422,88.05000305175781,49725200,248.11000061035156,212.11000061035156
2020-03-13,95.98999786376953,103.98999786376953,92.0,103.91000366210938,38543300,269.32000732421875,232.11000061035156
2020-03-16,85.19999694824219,93.9800033569336,84.55000305175781,88.36000061035156,38589700,239.85000610351562,202.49000549316406
2020-03-17,90.88999938964844,97.44000244140625,87.5,93.76000213623047,35239800,252.8000030517578,213.47000122070312
2020-03-18,87.66999816894531,90.79000091552734,80.36000061035156,83.88999938964844,41525600,240.0,199.38999938964844
2020-03-19,81.55999755859375,88.11000061035156,76.91000366210938,85.30000305175781,32175100,240.50999450683594,201.30999755859375
2020-03-20,86.30000305175781,89.45999908447266,82.4800033569336,83.5,30150800,228.8000030517578,191.89999389648438
2020-03-23,82.68000030517578,83.75,78.08999633789062,79.02999877929688,32536600,222.9499969482422,186.1300048828125
2020-03-24,84.9000015258789,90.0999984741211,82.9000015258789,88.43000030517578,34363200,243.14999389648438,206.63999938964844
2020-03-25,89.23999786376953,95.1500015258789,84.54000091552734,91.7300033569336,38111700,246.7899932861328,212.05999755859375
2020-03-26,94.08000183105469,98.56999969482422,93.54000091552734,98.12000274658203,29826300,261.20001220703125,225.07000732421875
2020-03-27,93.19000244140625,94.83999633789062,90.55000305175781,91.12999725341797,30041500,253.4199981689453,216.35000610351562
2020-03-30,90.6500015258789,94.08999633789062,89.30000305175781,93.5,21656900,261.6499938964844,223.10000610351562
2020-03-31,92.05000305175781,94.16999816894531,89.33999633789062,90.02999877929688,23379300,257.75,219.22999572753906
2020-04-01,85.0999984741211,86.55999755859375,83.25,84.36000061035156,28029600,246.14999389648438,209.3800048828125
2020-04-02,83.51000213623047,87.91000366210938,82.95999908447266,87.51000213623047,24018000,251.8300018310547,213.9600067138672
2020-04-03,86.0,87.4800033569336,82.7699966430664,84.05000305175781,21199400,248.19000244140625,210.60000610351562
2020-04-06,88.98999786376953,90.98999786376953,87.69999694824219,89.45999908447266,26820800,264.8599853515625,226.52999877929688
2020-04-07,94.44999694824219,94.5,90.37999725341797,90.63999938964844,22563800,265.1300048828125,226.60000610351562
2020-04-08,92.0999984741211,94.86000061035156,90.55000305175781,94.30000305175781,22903300,274.0299987792969,234.3300018310547
2020-04-09,96.91999816894531,104.38999938964844,96.88999938964844,102.76000213623047,42055900,278.20001220703125,237.13999938964844
2020-04-13,103.11000061035156,103.11000061035156,97.30000305175781,98.19000244140625,26911900,275.6600036621094,233.9600067138672
2020-04-14,101.0199966430664,102.0,93.63999938964844,95.5,46151300,283.7900085449219,239.67999267578125
2020-04-15,91.1500015258789,92.02999877929688,90.12999725341797,90.79000091552734,30118600,277.760009765625,235.0800018310547
2020-04-16,90.2300033569336,90.56999969482422,87.05000305175781,87.33000183105469,32449600,279.1000061035156,235.33999633789062
2020-04-17,92.0,95.69999694824219,90.95999908447266,95.18000030517578,30191900,286.6400146484375,242.42999267578125
2020-04-20,92.47000122070312,94.70999908447266,90.45999908447266,91.70999908447266,23679400,281.5899963378906,236.63999938964844
2020-04-21,88.62000274658203,91.37999725341797,88.33000183105469,89.05000305175781,23035000,273.0400085449219,230.22000122070312
2020-04-22,90.69000244140625,91.87000274658203,89.18000030517578,89.33999633789062,16662400,279.1000061035156,234.77000427246094
2020-04-23,89.73999786376953,91.27999877929688,89.26000213623047,89.38999938964844,16638800,279.0799865722656,235.07000732421875
2020-04-24,90.63999938964844,91.0999984741211,88.48999786376953,90.70999908447266,15809200,282.9700012207031,237.8300018310547
2020-04-27,91.94000244140625,95.62999725341797,91.54000091552734,94.62000274658203,22870200,287.04998779296875,241.32000732421875
2020-04-28,97.80999755859375,98.36000061035156,95.02999877929688,95.29000091552734,20238900,285.7300109863281,241.08999633789062
2020-04-29,99.08000183105469,99.44999694824219,97.2699966430664,97.86000061035156,20462600,293.2099914550781,246.4499969482422
2020-04-30,95.5999984741211,96.83999633789062,94.55000305175781,95.76000213623047,19127600,290.4800109863281,243.22000122070312
2020-05-01,93.5,93.73999786376953,91.83999633789062,93.25,18547700,282.7900085449219,237.27999877929688
2020-05-04,92.0199966430664,92.66999816894531,90.80000305175781,92.13999938964844,15725900,283.57000732421875,237.4199981689453
2020-05-05,93.6500015258789,94.20999908447266,91.9000015258789,92.0,18064100,286.19000244140625,238.8000030517578
2020-05-06,92.16000366210938,92.76000213623047,89.93000030517578,90.2699966430664,20978000,284.25,236.86000061035156
2020-05-07,91.33999633789062,92.91000366210938,90.58000183105469,91.20999908447266,16771900,287.67999267578125,238.91000366210938
2020-05-08,92.80000305175781,94.08000183105469,92.11000061035156,92.69999694824219,20487800,292.44000244140625,243.6199951171875
2020-05-11,91.11000061035156,91.11000061035156,89.33000183105469,89.97000122070312,31907600,292.5,242.55999755859375
2020-05-12,90.1500015258789,90.79000091552734,86.9000015258789,87.02999877929688,27962900,286.6700134277344,238.0800018310547
2020-05-13,86.37999725341797,86.86000061035156,83.4000015258789,84.02999877929688,35451600,281.6000061035156,232.82000732421875
2020-05-14,82.72000122070312,88.11000061035156,82.4000015258789,87.5199966430664,35152500,284.9700012207031,236.75
2020-05-15,86.8499984741211,87.27999877929688,85.30000305175781,85.9000015258789,26099000,286.2799987792969,236.91000366210938
2020-05-18,88.69000244140625,91.1500015258789,87.87999725341797,90.44999694824219,30504400,295.0,245.92999267578125
2020-05-19,90.05000305175781,91.19999694824219,88.58999633789062,88.66999816894531,19597300,291.9700012207031,242.22000122070312
2020-05-20,90.70999908447266,92.38999938964844,90.37000274658203,91.33000183105469,20552400,296.92999267578125,245.72999572753906
2020-05-21,90.2699966430664,91.76000213623047,89.66999816894531,90.16999816894531,14621400,294.8800048828125,245.02000427246094
2020-05-22,90.01000213623047,90.36000061035156,88.72000122070312,89.47000122070312,13557900,295.44000244140625,244.8800048828125
2020-05-26,92.88999938964844,97.5,92.61000061035156,95.81999969482422,41233900,299.0799865722656,250.25
2020-05-27,102.06999969482422,102.58000183105469,98.80000305175781,101.37000274658203,39402000,303.5299987792969,255.77000427246094
2020-05-28,102.94000244140625,102.94999694824219,99.4000015258789,99.86000061035156,24713900,302.9700012207031,254.35000610351562
2020-05-29,98.66000366210938,99.18000030517578,96.77999877929688,97.30999755859375,26526400,304.32000732421875,254.2899932861328
2020-06-01,97.75,99.51000213623047,97.37999725341797,98.5999984741211,15176800,305.54998779296875,255.27000427246094
2020-06-02,100.27999877929688,100.41999816894531,97.93000030517578,98.93000030517578,21195000,308.0799865722656,257.8500061035156
2020-06-03,101.58000183105469,104.91999816894531,101.05999755859375,104.2699966430664,25941100,312.17999267578125,263.1700134277344
2020-06-04,103.81999969482422,106.61000061035156,102.79000091552734,106.44000244140625,26784700,311.3599853515625,263.3299865722656
2020-06-05,114.93000030517578,115.7699966430664,109.52999877929688,111.2300033569336,42231000,319.3399963378906,271.5400085449219
2020-06-08,113.41000366210938,114.19000244140625,111.94000244140625,113.44999694824219,24881800,323.20001220703125,276.2799987792969
2020-06-09,110.6500015258789,111.62999725341797,109.01000213623047,110.54000091552734,17031100,320.7900085449219,273.3800048828125
2020-06-10,110.45999908447266,110.51000213623047,105.8499984741211,106.05999755859375,24913300,319.0,270.4599914550781
2020-06-11,100.02999877929688,101.58000183105469,96.54000091552734,97.20999908447266,36259200,300.6099853515625,252.02999877929688
2020-06-12,100.70999908447266,101.12999725341797,97.33000183105469,99.87000274658203,24856800,304.2099914550781,256.739990234375
2020-06-15,96.41999816894531,101.43000030517578,95.87000274658203,101.25,22153600,307.04998779296875,258.3500061035156
2020-06-16,105.37000274658203,105.68000030517578,99.30999755859375,102.05999755859375,22193600,312.9599914550781,263.82000732421875
2020-06-17,102.52999877929688,102.54000091552734,99.20999908447266,99.4800033569336,15639800,311.6600036621094,261.82000732421875
2020-06-18,98.66999816894531,100.5199966430664,98.12999725341797,98.94000244140625,16591900,311.7799987792969,261.45001220703125
2020-06-19,100.52999877929688,100.5999984741211,96.7300033569336,97.80999755859375,40371200,308.6400146484375,258.79998779296875
2020-06-22,97.25,97.94999694824219,96.54000091552734,96.75,16216900,310.6199951171875,260.32000732421875
2020-06-23,98.97000122070312,99.97000122070312,97.8499984741211,97.93000030517578,15381400,312.04998779296875,261.5
2020-06-24,96.75,96.83999633789062,94.30999755859375,94.66000366210938,22919800,304.0899963378906,254.6300048828125
2020-06-25,94.3499984741211,98.20999908447266,94.26000213623047,97.95999908447266,25743600,307.3500061035156,257.44000244140625
2020-06-26,95.11000061035156,95.37000274658203,92.0,92.58999633789062,41896300,300.04998779296875,250.3800048828125
2020-06-29,93.4000015258789,94.48999786376953,92.18000030517578,93.0,18499700,304.4599914550781,255.91000366210938
2020-06-30,92.83000183105469,94.66000366210938,92.56999969482422,94.05999755859375,19137000,308.3599853515625,257.8699951171875
2020-07-01,94.88999938964844,95.70999908447266,93.02999877929688,93.26000213623047,18755700,310.5199890136719,257.30999755859375
2020-07-02,94.73999786376953,94.95999908447266,91.93000030517578,92.66000366210938,27845600,312.2300109863281,258.4200134277344
2020-07-06,94.43000030517578,95.19999694824219,93.4800033569336,95.0,18625300,317.04998779296875,263.0
2020-07-07,93.81999969482422,94.0999984741211,92.0,92.31999969482422,25757200,313.7799987792969,259.0400085449219
2020-07-08,92.29000091552734,93.33999633789062,91.80000305175781,93.30000305175781,18762200,316.17999267578125,260.7200012207031
2020-07-09,93.5199966430664,94.12000274658203,90.77999877929688,91.27999877929688,25600800,314.3800048828125,257.239990234375
2020-07-10,92.0,96.83999633789062,91.87000274658203,96.2699966430664,28954200,317.5899963378906,260.82000732421875
2020-07-13,98.7300033569336,99.2699966430664,96.2300033569336,97.6500015258789,32079200,314.8399963378906,261.0400085449219
2020-07-14,98.37000274658203,99.94999694824219,96.63999938964844,98.20999908447266,42731700,318.9200134277344,266.5899963378906
2020-07-15,100.88999938964844,101.29000091552734,98.6500015258789,99.7300033569336,22508400,321.8500061035156,268.9100036621094
2020-07-16,98.77999877929688,101.22000122070312,98.55000305175781,100.01000213623047,16886900,320.7900085449219,267.4700012207031
2020-07-17,100.0,100.08000183105469,98.13999938964844,98.16000366210938,16137700,321.7200012207031,266.739990234375
2020-07-20,97.43000030517578,98.38999938964844,97.26000213623047,97.30000305175781,14458100,324.32000732421875,266.82000732421875
2020-07-21,97.70999908447266,100.05000305175781,97.63999938964844,99.41000366210938,17798100,325.010009765625,268.3399963378906
2020-07-22,99.6500015258789,100.12999725341797,97.52999877929688,98.69000244140625,14271200,326.8599853515625,269.9800109863281
2020-07-23,98.5,99.3499984741211,97.97000122070312,98.9800033569336,12870200,322.9599914550781,266.69000244140625
2020-07-24,99.5999984741211,99.80000305175781,97.94000244140625,98.27999877929688,12744200,320.8800048828125,264.69000244140625
2020-07-27,97.51000213623047,97.62999725341797,96.16999816894531,96.9000015258789,11959100,323.2200012207031,265.95001220703125
2020-07-28,96.5,97.88999938964844,96.5,97.31999969482422,11754300,321.1700134277344,263.92999267578125
2020-07-29,97.06999969482422,99.70999908447266,97.0,99.68000030517578,12743500,325.1199951171875,265.5
2020-07-30,97.54000091552734,97.73999786376953,96.05000305175781,97.0199966430664,14834800,323.9599914550781,263.2799987792969
2020-07-31,96.4800033569336,96.93000030517578,95.25,96.63999938964844,14535000,326.5199890136719,264.3500061035156
2020-08-03,97.0199966430664,97.56999969482422,95.8499984741211,96.0999984741211,12962800,328.7900085449219,266.7200012207031
2020-08-04,95.91000366210938,95.94999694824219,95.02999877929688,95.55000305175781,13366200,330.05999755859375,268.4100036621094
2020-08-05,95.87000274658203,98.47000122070312,95.72000122070312,97.20999908447266,15260900,332.1099853515625,272.0
2020-08-06,97.58000183105469,98.0999984741211,96.54000091552734,97.23999786376953,10482100,334.3299865722656,273.8999938964844
2020-08-07,96.93000030517578,99.48999786376953,96.55999755859375,99.37999725341797,14743700,334.57000732421875,274.6199951171875
2020-08-10,100.11000061035156,102.04000091552734,100.02999877929688,100.63999938964844,14989900,335.57000732421875,278.1400146484375
2020-08-11,103.86000061035156,106.16000366210938,103.51000213623047,103.81999969482422,31518600,332.79998779296875,277.19000244140625
2020-08-12,106.16000366210938,106.43000030517578,101.70999908447266,102.94000244140625,19240800,337.44000244140625,280.0400085449219
2020-08-13,102.0,103.36000061035156,101.63999938964844,102.37000274658203,13598600,336.8299865722656,279.4200134277344
2020-08-14,101.5,103.30999755859375,101.41999816894531,102.41000366210938,12134400,336.8399963378906,279.79998779296875
2020-08-17,101.5,102.0,99.52999877929688,99.70999908447266,14988000,337.9100036621094,278.95001220703125
2020-08-18,99.91000366210938,99.91000366210938,98.12000274658203,98.31999969482422,13246500,338.6400146484375,278.20001220703125
2020-08-19,98.91999816894531,100.58999633789062,98.33999633789062,98.55000305175781,13533000,337.2300109863281,277.42999267578125
2020-08-20,97.26000213623047,98.02999877929688,96.80000305175781,97.37000274658203,13672600,338.2799987792969,277.8699951171875
2020-08-21,97.2699966430664,98.56999969482422,96.94000244140625,97.31999969482422,12228300,339.4800109863281,279.2900085449219
2020-08-24,98.44999694824219,100.20999908447266,97.41999816894531,100.05999755859375,17898300,342.9200134277344,283.17999267578125
2020-08-25,101.2699966430664,101.9800033569336,99.80000305175781,100.5,13648900,344.1199951171875,282.6199951171875
2020-08-26,99.94000244140625,100.2699966430664,99.05000305175781,99.08999633789062,12052400,347.57000732421875,283.42999267578125
2020-08-27,99.0,102.6500015258789,99.0,102.3499984741211,22163900,348.3299865722656,285.0400085449219
2020-08-28,103.13999938964844,103.25,101.80999755859375,102.7699966430664,13756700,350.5799865722656,286.70001220703125
2020-08-31,102.12000274658203,102.18000030517578,100.0199966430664,100.19000244140625,14219400,349.30999755859375,284.2799987792969
2020-09-01,99.55000305175781,100.87000274658203,99.04000091552734,100.13999938964844,11595600,352.6000061035156,286.7900085449219
2020-09-02,99.94999694824219,101.94000244140625,99.55999755859375,101.6500015258789,14475700,357.70001220703125,291.2099914550781
2020-09-03,103.31999969482422,104.98999786376953,100.63999938964844,101.33000183105469,23281200,345.3900146484375,283.3399963378906
2020-09-04,104.05000305175781,105.20999908447266,101.37000274658203,103.5199966430664,26325500,342.57000732421875,281.7699890136719
2020-09-08,102.9800033569336,103.56999969482422,99.4800033569336,99.91999816894531,22108600,333.2099914550781,275.4200134277344
2020-09-09,100.80000305175781,101.69000244140625,99.55999755859375,100.87000274658203,13434000,339.7900085449219,279.8500061035156
2020-09-10,101.4000015258789,102.41999816894531,99.63999938964844,99.83000183105469,15922800,333.8900146484375,275.7900085449219
2020-09-11,99.97000122070312,101.36000061035156,99.58999633789062,101.06999969482422,13784300,334.05999755859375,277.0899963378906
2020-09-14,101.51000213623047,103.45999908447266,101.37000274658203,102.47000122070312,19017400,338.4599914550781,280.5299987792969
2020-09-15,102.7300033569336,102.8499984741211,99.13999938964844,99.27999877929688,23683000,340.1700134277344,280.5799865722656
2020-09-16,99.43000030517578,101.12999725341797,98.76000213623047,99.69999694824219,19270600,338.82000732421875,281.0299987792969
2020-09-17,98.69999694824219,99.33999633789062,97.70999908447266,98.55999755859375,18290100,335.8399963378906,279.57000732421875
2020-09-18,97.88999938964844,99.48999786376953,97.44000244140625,98.3499984741211,20121600,330.6499938964844,276.5199890136719
2020-09-21,95.19999694824219,96.05000305175781,93.81999969482422,95.30999755859375,28378800,326.9700012207031,271.44000244140625
2020-09-22,94.95999908447266,95.66000366210938,93.66999816894531,94.2699966430664,19257000,330.29998779296875,272.80999755859375
2020-09-23,94.77999877929688,95.3499984741211,92.66000366210938,92.73999786376953,19952700,322.6400146484375,267.5799865722656
2020-09-24,92.31999969482422,94.30000305175781,91.37999725341797,92.66000366210938,18366500,323.5,268.1000061035156
2020-09-25,92.05000305175781,93.72000122070312,91.87000274658203,93.47000122070312,13293100,328.7300109863281,271.70001220703125
2020-09-28,95.05999755859375,96.93000030517578,94.3499984741211,96.16000366210938,20894100,334.19000244140625,275.8999938964844
2020-09-29,96.02999877929688,96.02999877929688,94.33000183105469,95.3499984741211,12848200,332.3699951171875,274.4200134277344
2020-09-30,95.3499984741211,97.19999694824219,95.26000213623047,96.2699966430664,16400600,334.8900146484375,277.5
2020-10-01,97.12000274658203,97.7699966430664,96.02999877929688,96.97000122070312,15778700,337.0400085449219,278.1400146484375
2020-10-02,95.25,98.58999633789062,95.08999633789062,97.88999938964844,15149600,333.8399963378906,276.79998779296875
2020-10-05,98.31999969482422,99.25,97.52999877929688,99.04000091552734,13871900,339.760009765625,281.510009765625
2020-10-06,100.06999969482422,100.86000061035156,97.51000213623047,98.0199966430664,19220400,334.92999267578125,277.7200012207031
2020-10-07,98.95999908447266,100.3499984741211,98.66999816894531,99.7300033569336,16358500,340.760009765625,282.9200134277344
2020-10-08,100.51000213623047,101.91999816894531,99.9000015258789,101.77999877929688,15659000,343.7799987792969,284.2900085449219
2020-10-09,102.0,102.11000061035156,100.11000061035156,101.19999694824219,13689100,346.8500061035156,285.92999267578125
2020-10-12,101.0999984741211,103.0,100.8499984741211,102.44000244140625,16058000,352.42999267578125,288.4599914550781
2020-10-13,103.0,103.22000122070312,100.26000213623047,100.77999877929688,21697300,350.1300048828125,286.739990234375
2020-10-14,101.02999877929688,101.93000030517578,100.0999984741211,100.22000122070312,15204100,347.92999267578125,285.1300048828125
2020-10-15,99.0999984741211,101.77999877929688,99.04000091552734,101.72000122070312,17171200,347.5,285.0400085449219
2020-10-16,101.41000366210938,102.33000183105469,100.72000122070312,101.51000213623047,13275000,347.2900085449219,285.9700012207031
2020-10-19,101.5999984741211,101.87000274658203,99.55999755859375,99.80000305175781,11725700,342.010009765625,282.0299987792969
2020-10-20,100.30999755859375,101.7699966430664,100.12000274658203,100.37000274658203,11257100,343.3800048828125,282.95001220703125
2020-10-21,100.36000061035156,100.98999786376953,99.33000183105469,99.37000274658203,10730500,342.7300109863281,281.9700012207031
2020-10-22,99.31999969482422,103.23999786376953,99.30999755859375,102.87999725341797,14837200,344.6099853515625,283.6499938964844
2020-10-23,103.5,104.44999694824219,102.93000030517578,103.80999755859375,15087600,345.7799987792969,283.3399963378906
2020-10-26,102.6500015258789,102.69999694824219,100.25,101.23999786376953,12410700,339.3900146484375,277.0
2020-10-27,100.51000213623047,100.91999816894531,99.16000366210938,99.33000183105469,10391700,338.2200012207031,274.6600036621094
2020-10-28,97.5,98.30000305175781,96.06999969482422,96.54000091552734,16389500,326.6600036621094,265.4800109863281
2020-10-29,96.12000274658203,97.9800033569336,95.23999786376953,97.16999816894531,14208800,329.9800109863281,266.5899963378906
2020-10-30,97.91000366210938,98.41999816894531,96.2300033569336,98.04000091552734,15194500,326.5400085449219,265.05999755859375
2020-11-02,99.38999938964844,100.87999725341797,97.86000061035156,100.25,15011600,330.20001220703125,269.20001220703125
2020-11-03,103.0199966430664,104.73999786376953,102.69000244140625,103.41000366210938,17482600,336.0299987792969,274.6499938964844
2020-11-04,101.0,102.06999969482422,98.93000030517578,100.25,18886500,343.5400085449219,278.510009765625
2020-11-05,101.05999755859375,105.0999984741211,101.0,104.3499984741211,17837400,350.239990234375,283.9100036621094
2020-11-06,105.02999877929688,105.0999984741211,102.38999938964844,102.95999908447266,12552800,350.1600036621094,283.2200012207031
2020-11-09,113.16000366210938,118.9000015258789,110.3499984741211,116.9000015258789,47792400,354.55999755859375,291.7200012207031
2020-11-10,117.3499984741211,117.44999694824219,114.69000244140625,116.5199966430664,20539300,354.0400085449219,294.510009765625
2020-11-11,116.88999938964844,116.95999908447266,113.95999908447266,114.77999877929688,14443400,356.6700134277344,294.1099853515625
2020-11-12,112.52999877929688,113.95999908447266,112.05999755859375,113.37000274658203,22063000,353.2099914550781,291.04998779296875
2020-11-13,114.69999694824219,114.86000061035156,113.56999969482422,114.08000183105469,11847900,358.1000061035156,295.1499938964844
2020-11-16,117.79000091552734,118.61000061035156,115.7300033569336,117.30000305175781,19858600,362.57000732421875,299.9800109863281
2020-11-17,115.38999938964844,116.44000244140625,114.58000183105469,116.11000061035156,14553200,360.6199951171875,298.30999755859375
2020-11-18,117.33999633789062,118.61000061035156,115.19999694824219,115.25,12571200,356.2799987792969,294.760009765625
2020-11-19,114.18000030517578,115.81999969482422,113.55999755859375,115.55999755859375,10202500,357.7799987792969,295.3299865722656
2020-11-20,114.43000030517578,115.6500015258789,114.08999633789062,114.56999969482422,12718900,355.3299865722656,292.5299987792969
2020-11-23,116.05000305175781,118.16999816894531,115.56999969482422,117.87000274658203,13209200,357.4599914550781,295.8900146484375
2020-11-24,120.06999969482422,123.5,119.70999908447266,123.31999969482422,20121600,363.2200012207031,300.42999267578125
2020-11-25,121.37000274658203,122.37999725341797,120.47000122070312,122.02999877929688,11715600,362.6600036621094,298.739990234375
2020-11-27,122.0,122.3499984741211,121.08000183105469,121.22000122070312,5983600,363.6700134277344,299.239990234375
2020-11-30,120.0,120.72000122070312,117.7699966430664,117.87999725341797,14411800,362.05999755859375,296.6199951171875
2020-12-01,120.33999633789062,121.58000183105469,119.62999725341797,119.73999786376953,12668900,366.0199890136719,298.44000244140625
2020-12-02,119.69999694824219,122.30999755859375,119.2699966430664,122.04000091552734,10811300,366.7900085449219,299.17999267578125
2020-12-03,121.8499984741211,121.88999938964844,120.36000061035156,121.23999786376953,12904400,366.69000244140625,300.05999755859375
2020-12-04,122.4800033569336,123.29000091552734,121.69000244140625,122.33999633789062,13583700,369.8500061035156,302.5899963378906
2020-12-07,121.1500015258789,122.16999816894531,120.20999908447266,121.87999725341797,9724300,369.0899963378906,301.1000061035156
2020-12-08,121.04000091552734,122.33000183105469,120.76000213623047,122.0,9592100,370.1700134277344,302.20001220703125
2020-12-09,123.16999816894531,123.30000305175781,120.44000244140625,121.05000305175781,13073900,366.8500061035156,300.8800048828125
2020-12-10,119.98999786376953,120.77999877929688,119.55999755859375,120.2699966430664,13668400,366.7300109863281,300.5400085449219
